design_description,sample_accession,run_accession,Total Size,Submitter,Center,Contact,Experiment,Study,Organism,Sample,Library Strategy,Library Source,Library Selection,Library Layout,Bioproject,Biosample,Run Accession,Run Spots,Run Bases,Create Date,Update Date
,SRS4501115,SRR8743199,1040115716,SRA861790,GEO,"Gene Expression Omnibus (GEO), NCBI, NLM, NIH, htt",SRX5535271,SRP188707,Sorghum bicolor,SRS4501115,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,PRJNA527782,SAMN11159480,,,,2019/11/21,2019/03/18
,SRS4501114,SRR8743198,1204193745,SRA861790,GEO,"Gene Expression Omnibus (GEO), NCBI, NLM, NIH, htt",SRX5535270,SRP188707,Sorghum bicolor,SRS4501114,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,PRJNA527782,SAMN11159473,,,,2019/11/21,2019/03/18
,SRS4501113,SRR8743197,1138873310,SRA861790,GEO,"Gene Expression Omnibus (GEO), NCBI, NLM, NIH, htt",SRX5535269,SRP188707,Sorghum bicolor,SRS4501113,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,PRJNA527782,SAMN11159474,,,,2019/11/21,2019/03/18
,SRS4501111,SRR8743196,1149249892,SRA861790,GEO,"Gene Expression Omnibus (GEO), NCBI, NLM, NIH, htt",SRX5535268,SRP188707,Sorghum bicolor,SRS4501111,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,PRJNA527782,SAMN11159475,,,,2019/11/21,2019/03/18
,SRS4501112,SRR8743195,1176717528,SRA861790,GEO,"Gene Expression Omnibus (GEO), NCBI, NLM, NIH, htt",SRX5535267,SRP188707,Sorghum bicolor,SRS4501112,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,PRJNA527782,SAMN11159476,,,,2019/11/21,2019/03/18
,SRS4501110,SRR8743194,1034566973,SRA861790,GEO,"Gene Expression Omnibus (GEO), NCBI, NLM, NIH, htt",SRX5535266,SRP188707,Sorghum bicolor,SRS4501110,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,PRJNA527782,SAMN11159477,,,,2019/11/21,2019/03/18
,SRS4501109,SRR8743193,956425661,SRA861790,GEO,"Gene Expression Omnibus (GEO), NCBI, NLM, NIH, htt",SRX5535265,SRP188707,Sorghum bicolor,SRS4501109,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,PRJNA527782,SAMN11159478,,,,2019/11/21,2019/03/18
,SRS4501108,SRR8743192,1052827679,SRA861790,GEO,"Gene Expression Omnibus (GEO), NCBI, NLM, NIH, htt",SRX5535264,SRP188707,Sorghum bicolor,SRS4501108,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,PRJNA527782,SAMN11159479,,,,2019/11/21,2019/03/18
,SRS4501107,SRR8743191,1098810973,SRA861790,GEO,"Gene Expression Omnibus (GEO), NCBI, NLM, NIH, htt",SRX5535263,SRP188707,Sorghum bicolor,SRS4501107,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,PRJNA527782,SAMN11159481,,,,2019/11/21,2019/03/18
,SRS4501106,SRR8743190,827129408,SRA861790,GEO,"Gene Expression Omnibus (GEO), NCBI, NLM, NIH, htt",SRX5535262,SRP188707,Sorghum bicolor,SRS4501106,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,PRJNA527782,SAMN11159683,,,,2019/11/21,2019/03/18
,SRS4501105,SRR8743189,931789153,SRA861790,GEO,"Gene Expression Omnibus (GEO), NCBI, NLM, NIH, htt",SRX5535261,SRP188707,Sorghum bicolor,SRS4501105,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,PRJNA527782,SAMN11159684,,,,2019/11/21,2019/03/18
,SRS4501104,SRR8743188,716656987,SRA861790,GEO,"Gene Expression Omnibus (GEO), NCBI, NLM, NIH, htt",SRX5535260,SRP188707,Sorghum bicolor,SRS4501104,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,PRJNA527782,SAMN11159685,,,,2019/11/21,2019/03/18
,SRS4501103,SRR8743187,1634919718,SRA861790,GEO,"Gene Expression Omnibus (GEO), NCBI, NLM, NIH, htt",SRX5535259,SRP188707,Sorghum bicolor,SRS4501103,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,PRJNA527782,SAMN11159686,,,,2019/11/21,2019/03/18
,SRS4501102,SRR8743186,645172921,SRA861790,GEO,"Gene Expression Omnibus (GEO), NCBI, NLM, NIH, htt",SRX5535258,SRP188707,Sorghum bicolor,SRS4501102,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,PRJNA527782,SAMN11159687,,,,2019/11/21,2019/03/18
,SRS4501100,SRR8743185,891963402,SRA861790,GEO,"Gene Expression Omnibus (GEO), NCBI, NLM, NIH, htt",SRX5535257,SRP188707,Sorghum bicolor,SRS4501100,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,PRJNA527782,SAMN11159688,,,,2019/11/21,2019/03/18
,SRS4501101,SRR8743184,1364397826,SRA861790,GEO,"Gene Expression Omnibus (GEO), NCBI, NLM, NIH, htt",SRX5535256,SRP188707,Sorghum bicolor,SRS4501101,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,PRJNA527782,SAMN11159689,,,,2019/11/21,2019/03/18
,SRS4501099,SRR8743183,1300327321,SRA861790,GEO,"Gene Expression Omnibus (GEO), NCBI, NLM, NIH, htt",SRX5535255,SRP188707,Sorghum bicolor,SRS4501099,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,PRJNA527782,SAMN11159691,,,,2019/11/21,2019/03/18
,SRS4501098,SRR8743182,1004835503,SRA861790,GEO,"Gene Expression Omnibus (GEO), NCBI, NLM, NIH, htt",SRX5535254,SRP188707,Sorghum bicolor,SRS4501098,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,PRJNA527782,SAMN11159692,,,,2019/11/21,2019/03/18
,SRS4501097,SRR8743181,903200795,SRA861790,GEO,"Gene Expression Omnibus (GEO), NCBI, NLM, NIH, htt",SRX5535253,SRP188707,Sorghum bicolor,SRS4501097,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,PRJNA527782,SAMN11159693,,,,2019/11/21,2019/03/18
,SRS4501096,SRR8743180,800443613,SRA861790,GEO,"Gene Expression Omnibus (GEO), NCBI, NLM, NIH, htt",SRX5535252,SRP188707,Sorghum bicolor,SRS4501096,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,PRJNA527782,SAMN11159694,,,,2019/11/21,2019/03/18
,SRS4501095,SRR8743179,1026140686,SRA861790,GEO,"Gene Expression Omnibus (GEO), NCBI, NLM, NIH, htt",SRX5535251,SRP188707,Sorghum bicolor,SRS4501095,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,PRJNA527782,SAMN11159695,,,,2019/11/21,2019/03/18
,SRS4501094,SRR8743178,932532887,SRA861790,GEO,"Gene Expression Omnibus (GEO), NCBI, NLM, NIH, htt",SRX5535250,SRP188707,Sorghum bicolor,SRS4501094,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,PRJNA527782,SAMN11159696,,,,2019/11/21,2019/03/18
,SRS4501093,SRR8743177,689161193,SRA861790,GEO,"Gene Expression Omnibus (GEO), NCBI, NLM, NIH, htt",SRX5535249,SRP188707,Sorghum bicolor,SRS4501093,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,PRJNA527782,SAMN11159697,,,,2019/11/21,2019/03/18
,SRS4501092,SRR8743176,1206718712,SRA861790,GEO,"Gene Expression Omnibus (GEO), NCBI, NLM, NIH, htt",SRX5535248,SRP188707,Sorghum bicolor,SRS4501092,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,PRJNA527782,SAMN11159698,,,,2019/11/21,2019/03/18
,SRS4501091,SRR8743175,1033363332,SRA861790,GEO,"Gene Expression Omnibus (GEO), NCBI, NLM, NIH, htt",SRX5535247,SRP188707,Sorghum bicolor,SRS4501091,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,PRJNA527782,SAMN11159699,,,,2019/11/21,2019/03/18
,SRS4501090,SRR8743174,1177125712,SRA861790,GEO,"Gene Expression Omnibus (GEO), NCBI, NLM, NIH, htt",SRX5535246,SRP188707,Sorghum bicolor,SRS4501090,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,PRJNA527782,SAMN11159700,,,,2019/11/21,2019/03/18
,SRS4501089,SRR8743173,1035196280,SRA861790,GEO,"Gene Expression Omnibus (GEO), NCBI, NLM, NIH, htt",SRX5535245,SRP188707,Sorghum bicolor,SRS4501089,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,PRJNA527782,SAMN11159701,,,,2019/11/21,2019/03/18
,SRS4501088,SRR8743172,1039920938,SRA861790,GEO,"Gene Expression Omnibus (GEO), NCBI, NLM, NIH, htt",SRX5535244,SRP188707,Sorghum bicolor,SRS4501088,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,PRJNA527782,SAMN11159702,,,,2019/11/21,2019/03/18
,SRS4501087,SRR8743171,1206488671,SRA861790,GEO,"Gene Expression Omnibus (GEO), NCBI, NLM, NIH, htt",SRX5535243,SRP188707,Sorghum bicolor,SRS4501087,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,PRJNA527782,SAMN11159703,,,,2019/11/21,2019/03/18
,SRS4501086,SRR8743170,600377514,SRA861790,GEO,"Gene Expression Omnibus (GEO), NCBI, NLM, NIH, htt",SRX5535242,SRP188707,Sorghum bicolor,SRS4501086,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,PRJNA527782,SAMN11159704,,,,2019/11/21,2019/03/18
,SRS4501085,SRR8743169,1071150026,SRA861790,GEO,"Gene Expression Omnibus (GEO), NCBI, NLM, NIH, htt",SRX5535241,SRP188707,Sorghum bicolor,SRS4501085,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,PRJNA527782,SAMN11159705,,,,2019/11/21,2019/03/18
,SRS4501083,SRR8743168,830247103,SRA861790,GEO,"Gene Expression Omnibus (GEO), NCBI, NLM, NIH, htt",SRX5535240,SRP188707,Sorghum bicolor,SRS4501083,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,PRJNA527782,SAMN11159654,,,,2019/11/21,2019/03/18
,SRS4501084,SRR8743167,1029942888,SRA861790,GEO,"Gene Expression Omnibus (GEO), NCBI, NLM, NIH, htt",SRX5535239,SRP188707,Sorghum bicolor,SRS4501084,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,PRJNA527782,SAMN11159655,,,,2019/11/21,2019/03/18
,SRS4501082,SRR8743166,1288830344,SRA861790,GEO,"Gene Expression Omnibus (GEO), NCBI, NLM, NIH, htt",SRX5535238,SRP188707,Sorghum bicolor,SRS4501082,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,PRJNA527782,SAMN11159656,,,,2019/11/21,2019/03/18
,SRS4501081,SRR8743165,1213650422,SRA861790,GEO,"Gene Expression Omnibus (GEO), NCBI, NLM, NIH, htt",SRX5535237,SRP188707,Sorghum bicolor,SRS4501081,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,PRJNA527782,SAMN11159657,,,,2019/11/21,2019/03/18
,SRS4501080,SRR8743164,517248398,SRA861790,GEO,"Gene Expression Omnibus (GEO), NCBI, NLM, NIH, htt",SRX5535236,SRP188707,Sorghum bicolor,SRS4501080,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,PRJNA527782,SAMN11159658,,,,2019/11/21,2019/03/18
,SRS4501079,SRR8743163,792322876,SRA861790,GEO,"Gene Expression Omnibus (GEO), NCBI, NLM, NIH, htt",SRX5535235,SRP188707,Sorghum bicolor,SRS4501079,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,PRJNA527782,SAMN11159660,,,,2019/11/21,2019/03/18
,SRS4501078,SRR8743162,1072409282,SRA861790,GEO,"Gene Expression Omnibus (GEO), NCBI, NLM, NIH, htt",SRX5535234,SRP188707,Sorghum bicolor,SRS4501078,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,PRJNA527782,SAMN11159661,,,,2019/11/21,2019/03/18
,SRS4501077,SRR8743161,1035437503,SRA861790,GEO,"Gene Expression Omnibus (GEO), NCBI, NLM, NIH, htt",SRX5535233,SRP188707,Sorghum bicolor,SRS4501077,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,PRJNA527782,SAMN11159662,,,,2019/11/21,2019/03/18
,SRS4501076,SRR8743160,1007749846,SRA861790,GEO,"Gene Expression Omnibus (GEO), NCBI, NLM, NIH, htt",SRX5535232,SRP188707,Sorghum bicolor,SRS4501076,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,PRJNA527782,SAMN11159627,,,,2019/11/21,2019/03/18
,SRS4501075,SRR8743159,906589550,SRA861790,GEO,"Gene Expression Omnibus (GEO), NCBI, NLM, NIH, htt",SRX5535231,SRP188707,Sorghum bicolor,SRS4501075,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,PRJNA527782,SAMN11159628,,,,2019/11/21,2019/03/18
,SRS4501074,SRR8743158,1069972878,SRA861790,GEO,"Gene Expression Omnibus (GEO), NCBI, NLM, NIH, htt",SRX5535230,SRP188707,Sorghum bicolor,SRS4501074,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,PRJNA527782,SAMN11159629,,,,2019/11/21,2019/03/18
,SRS4501032,SRR8743116,1069965636,SRA861790,GEO,"Gene Expression Omnibus (GEO), NCBI, NLM, NIH, htt",SRX5535188,SRP188707,Sorghum bicolor,SRS4501032,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,PRJNA527782,SAMN11159611,,,,2019/11/21,2019/03/18
,SRS4501031,SRR8743115,1433015150,SRA861790,GEO,"Gene Expression Omnibus (GEO), NCBI, NLM, NIH, htt",SRX5535187,SRP188707,Sorghum bicolor,SRS4501031,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,PRJNA527782,SAMN11159613,,,,2019/11/21,2019/03/18
,SRS4501030,SRR8743114,952373445,SRA861790,GEO,"Gene Expression Omnibus (GEO), NCBI, NLM, NIH, htt",SRX5535186,SRP188707,Sorghum bicolor,SRS4501030,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,PRJNA527782,SAMN11159614,,,,2019/11/21,2019/03/18
,SRS4501029,SRR8743113,1135277511,SRA861790,GEO,"Gene Expression Omnibus (GEO), NCBI, NLM, NIH, htt",SRX5535185,SRP188707,Sorghum bicolor,SRS4501029,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,PRJNA527782,SAMN11159615,,,,2019/11/21,2019/03/18
,SRS4501028,SRR8743112,751929440,SRA861790,GEO,"Gene Expression Omnibus (GEO), NCBI, NLM, NIH, htt",SRX5535184,SRP188707,Sorghum bicolor,SRS4501028,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,PRJNA527782,SAMN11159616,,,,2019/11/21,2019/03/18
,SRS4501027,SRR8743111,577064619,SRA861790,GEO,"Gene Expression Omnibus (GEO), NCBI, NLM, NIH, htt",SRX5535183,SRP188707,Sorghum bicolor,SRS4501027,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,PRJNA527782,SAMN11159617,,,,2019/11/21,2019/03/18
,SRS4501026,SRR8743110,974762745,SRA861790,GEO,"Gene Expression Omnibus (GEO), NCBI, NLM, NIH, htt",SRX5535182,SRP188707,Sorghum bicolor,SRS4501026,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,PRJNA527782,SAMN11159618,,,,2019/11/21,2019/03/18
,SRS4501025,SRR8743109,888682174,SRA861790,GEO,"Gene Expression Omnibus (GEO), NCBI, NLM, NIH, htt",SRX5535181,SRP188707,Sorghum bicolor,SRS4501025,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,PRJNA527782,SAMN11159619,,,,2019/11/21,2019/03/18
,SRS4501024,SRR8743108,985328025,SRA861790,GEO,"Gene Expression Omnibus (GEO), NCBI, NLM, NIH, htt",SRX5535180,SRP188707,Sorghum bicolor,SRS4501024,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,PRJNA527782,SAMN11159612,,,,2019/11/21,2019/03/18
,SRS4501022,SRR8743107,961971605,SRA861790,GEO,"Gene Expression Omnibus (GEO), NCBI, NLM, NIH, htt",SRX5535179,SRP188707,Sorghum bicolor,SRS4501022,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,PRJNA527782,SAMN11159620,,,,2019/11/21,2019/03/18
,SRS4501020,SRR8743106,544963770,SRA861790,GEO,"Gene Expression Omnibus (GEO), NCBI, NLM, NIH, htt",SRX5535178,SRP188707,Sorghum bicolor,SRS4501020,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,PRJNA527782,SAMN11159621,,,,2019/11/21,2019/03/18
,SRS4501023,SRR8743105,1412659281,SRA861790,GEO,"Gene Expression Omnibus (GEO), NCBI, NLM, NIH, htt",SRX5535177,SRP188707,Sorghum bicolor,SRS4501023,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,PRJNA527782,SAMN11159622,,,,2019/11/21,2019/03/18
,SRS4501021,SRR8743104,891107880,SRA861790,GEO,"Gene Expression Omnibus (GEO), NCBI, NLM, NIH, htt",SRX5535176,SRP188707,Sorghum bicolor,SRS4501021,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,PRJNA527782,SAMN11159623,,,,2019/11/21,2019/03/18
,SRS4501019,SRR8743103,1148202753,SRA861790,GEO,"Gene Expression Omnibus (GEO), NCBI, NLM, NIH, htt",SRX5535175,SRP188707,Sorghum bicolor,SRS4501019,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,PRJNA527782,SAMN11159624,,,,2019/11/21,2019/03/18
,SRS4501018,SRR8743102,1238634861,SRA861790,GEO,"Gene Expression Omnibus (GEO), NCBI, NLM, NIH, htt",SRX5535174,SRP188707,Sorghum bicolor,SRS4501018,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,PRJNA527782,SAMN11159625,,,,2019/11/21,2019/03/18
,SRS4501016,SRR8743101,967491840,SRA861790,GEO,"Gene Expression Omnibus (GEO), NCBI, NLM, NIH, htt",SRX5535173,SRP188707,Sorghum bicolor,SRS4501016,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,PRJNA527782,SAMN11159626,,,,2019/11/21,2019/03/18
,SRS4501017,SRR8743100,1234826395,SRA861790,GEO,"Gene Expression Omnibus (GEO), NCBI, NLM, NIH, htt",SRX5535172,SRP188707,Sorghum bicolor,SRS4501017,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,PRJNA527782,SAMN11159663,,,,2019/11/21,2019/03/18
,SRS4501015,SRR8743099,1049708644,SRA861790,GEO,"Gene Expression Omnibus (GEO), NCBI, NLM, NIH, htt",SRX5535171,SRP188707,Sorghum bicolor,SRS4501015,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,PRJNA527782,SAMN11159664,,,,2019/11/21,2019/03/18
,SRS4501014,SRR8743098,914976396,SRA861790,GEO,"Gene Expression Omnibus (GEO), NCBI, NLM, NIH, htt",SRX5535170,SRP188707,Sorghum bicolor,SRS4501014,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,PRJNA527782,SAMN11159665,,,,2019/11/21,2019/03/18
,SRS4501013,SRR8743097,1109170072,SRA861790,GEO,"Gene Expression Omnibus (GEO), NCBI, NLM, NIH, htt",SRX5535169,SRP188707,Sorghum bicolor,SRS4501013,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,PRJNA527782,SAMN11159666,,,,2019/11/21,2019/03/18
,SRS4501012,SRR8743096,1263606390,SRA861790,GEO,"Gene Expression Omnibus (GEO), NCBI, NLM, NIH, htt",SRX5535168,SRP188707,Sorghum bicolor,SRS4501012,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,PRJNA527782,SAMN11159667,,,,2019/11/21,2019/03/18
,SRS4501011,SRR8743095,1078258692,SRA861790,GEO,"Gene Expression Omnibus (GEO), NCBI, NLM, NIH, htt",SRX5535167,SRP188707,Sorghum bicolor,SRS4501011,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,PRJNA527782,SAMN11159668,,,,2019/11/21,2019/03/18
,SRS4501010,SRR8743094,930479760,SRA861790,GEO,"Gene Expression Omnibus (GEO), NCBI, NLM, NIH, htt",SRX5535166,SRP188707,Sorghum bicolor,SRS4501010,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,PRJNA527782,SAMN11159669,,,,2019/11/21,2019/03/18
,SRS4501009,SRR8743093,947269141,SRA861790,GEO,"Gene Expression Omnibus (GEO), NCBI, NLM, NIH, htt",SRX5535165,SRP188707,Sorghum bicolor,SRS4501009,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,PRJNA527782,SAMN11159670,,,,2019/11/21,2019/03/18
,SRS4501008,SRR8743092,1101093395,SRA861790,GEO,"Gene Expression Omnibus (GEO), NCBI, NLM, NIH, htt",SRX5535164,SRP188707,Sorghum bicolor,SRS4501008,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,PRJNA527782,SAMN11159671,,,,2019/11/21,2019/03/18
,SRS4501007,SRR8743091,294964395,SRA861790,GEO,"Gene Expression Omnibus (GEO), NCBI, NLM, NIH, htt",SRX5535163,SRP188707,Sorghum bicolor,SRS4501007,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,PRJNA527782,SAMN11159672,,,,2019/11/21,2019/03/18
,SRS4501006,SRR8743090,1020107473,SRA861790,GEO,"Gene Expression Omnibus (GEO), NCBI, NLM, NIH, htt",SRX5535162,SRP188707,Sorghum bicolor,SRS4501006,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,PRJNA527782,SAMN11159673,,,,2019/11/21,2019/03/18
,SRS4501005,SRR8743089,1055248016,SRA861790,GEO,"Gene Expression Omnibus (GEO), NCBI, NLM, NIH, htt",SRX5535161,SRP188707,Sorghum bicolor,SRS4501005,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,PRJNA527782,SAMN11159674,,,,2019/11/21,2019/03/18
,SRS4501004,SRR8743088,762970741,SRA861790,GEO,"Gene Expression Omnibus (GEO), NCBI, NLM, NIH, htt",SRX5535160,SRP188707,Sorghum bicolor,SRS4501004,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,PRJNA527782,SAMN11159676,,,,2019/11/21,2019/03/18
,SRS4501003,SRR8743087,1001417213,SRA861790,GEO,"Gene Expression Omnibus (GEO), NCBI, NLM, NIH, htt",SRX5535159,SRP188707,Sorghum bicolor,SRS4501003,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,PRJNA527782,SAMN11159678,,,,2019/11/21,2019/03/18
,SRS4501001,SRR8743086,982514716,SRA861790,GEO,"Gene Expression Omnibus (GEO), NCBI, NLM, NIH, htt",SRX5535158,SRP188707,Sorghum bicolor,SRS4501001,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,PRJNA527782,SAMN11159679,,,,2019/11/21,2019/03/18
,SRS4501002,SRR8743085,1438601713,SRA861790,GEO,"Gene Expression Omnibus (GEO), NCBI, NLM, NIH, htt",SRX5535157,SRP188707,Sorghum bicolor,SRS4501002,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,PRJNA527782,SAMN11159631,,,,2019/11/21,2019/03/18
,SRS4501000,SRR8743084,3648493024,SRA861790,GEO,"Gene Expression Omnibus (GEO), NCBI, NLM, NIH, htt",SRX5535156,SRP188707,Sorghum bicolor,SRS4501000,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,PRJNA527782,SAMN11159632,,,,2019/11/21,2019/03/18
,SRS4500999,SRR8743083,1276544837,SRA861790,GEO,"Gene Expression Omnibus (GEO), NCBI, NLM, NIH, htt",SRX5535155,SRP188707,Sorghum bicolor,SRS4500999,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,PRJNA527782,SAMN11159633,,,,2019/11/21,2019/03/18
,SRS4500998,SRR8743082,855690592,SRA861790,GEO,"Gene Expression Omnibus (GEO), NCBI, NLM, NIH, htt",SRX5535154,SRP188707,Sorghum bicolor,SRS4500998,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,PRJNA527782,SAMN11159634,,,,2019/11/21,2019/03/18
,SRS4500997,SRR8743081,1165655927,SRA861790,GEO,"Gene Expression Omnibus (GEO), NCBI, NLM, NIH, htt",SRX5535153,SRP188707,Sorghum bicolor,SRS4500997,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,PRJNA527782,SAMN11159635,,,,2019/11/21,2019/03/18
,SRS4500996,SRR8743080,1143503554,SRA861790,GEO,"Gene Expression Omnibus (GEO), NCBI, NLM, NIH, htt",SRX5535152,SRP188707,Sorghum bicolor,SRS4500996,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,PRJNA527782,SAMN11159636,,,,2019/11/21,2019/03/18
,SRS4500994,SRR8743079,937443559,SRA861790,GEO,"Gene Expression Omnibus (GEO), NCBI, NLM, NIH, htt",SRX5535151,SRP188707,Sorghum bicolor,SRS4500994,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,PRJNA527782,SAMN11159637,,,,2019/11/21,2019/03/18
,SRS4500995,SRR8743078,1087965015,SRA861790,GEO,"Gene Expression Omnibus (GEO), NCBI, NLM, NIH, htt",SRX5535150,SRP188707,Sorghum bicolor,SRS4500995,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,PRJNA527782,SAMN11159638,,,,2019/11/21,2019/03/18
,SRS4500993,SRR8743077,1175285369,SRA861790,GEO,"Gene Expression Omnibus (GEO), NCBI, NLM, NIH, htt",SRX5535149,SRP188707,Sorghum bicolor,SRS4500993,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,PRJNA527782,SAMN11159639,,,,2019/11/21,2019/03/18
,SRS4500992,SRR8743076,855668079,SRA861790,GEO,"Gene Expression Omnibus (GEO), NCBI, NLM, NIH, htt",SRX5535148,SRP188707,Sorghum bicolor,SRS4500992,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,PRJNA527782,SAMN11159640,,,,2019/11/21,2019/03/18
,SRS4500991,SRR8743075,1066135077,SRA861790,GEO,"Gene Expression Omnibus (GEO), NCBI, NLM, NIH, htt",SRX5535147,SRP188707,Sorghum bicolor,SRS4500991,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,PRJNA527782,SAMN11159641,,,,2019/11/21,2019/03/18
,SRS4500990,SRR8743074,1063830605,SRA861790,GEO,"Gene Expression Omnibus (GEO), NCBI, NLM, NIH, htt",SRX5535146,SRP188707,Sorghum bicolor,SRS4500990,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,PRJNA527782,SAMN11159642,,,,2019/11/21,2019/03/18
,SRS4500989,SRR8743073,1041020948,SRA861790,GEO,"Gene Expression Omnibus (GEO), NCBI, NLM, NIH, htt",SRX5535145,SRP188707,Sorghum bicolor,SRS4500989,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,PRJNA527782,SAMN11159643,,,,2019/11/21,2019/03/18
,SRS4500988,SRR8743072,1350341682,SRA861790,GEO,"Gene Expression Omnibus (GEO), NCBI, NLM, NIH, htt",SRX5535144,SRP188707,Sorghum bicolor,SRS4500988,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,PRJNA527782,SAMN11159644,,,,2019/11/21,2019/03/18
